system:index,AWEINS,AWEIS,B11,B12,B2,B3,B4,B5,B6,B7,B8,EVI,NDBI,NDSI,NDVI,NDWI,landcover,.geo
1_1_1_1_1_69_0,20138.0,14337.0,222,236,5853,5636,5246,5114,4646,3958,3476,0.49471742411537817,0.25479686,0.9242062,-0.2029351,0.23705004,0,
1_1_1_1_1_70_0,14797.5,11163.75,139,159,4194,4071,3651,3335,2991,2261,1973,0.5537953795379538,0.3601427,0.93396676,-0.29836416,0.34712112,0,
1_1_1_1_1_71_0,15179.75,11751.5,123,124,4363,4115,3525,3187,2799,2141,1789,0.443649373881932,0.41840053,0.9419538,-0.32668424,0.3939702,0,
1_1_1_1_1_72_0,22540.75,16322.75,205,197,6457,6195,5639,5257,4889,3992,3510,0.4802616738100609,0.29567572,0.9359375,-0.23270303,0.27666152,0,
1_1_1_1_1_73_0,15536.75,10884.0,152,144,4504,4307,4099,3998,3746,3161,2749,0.5243940335612182,0.24196884,0.93182325,-0.19713785,0.22080499,0,
1_1_1_1_1_74_0,17931.5,12881.25,195,181,5227,4989,4592,4438,4148,3482,2987,0.4632034632034632,0.27270514,0.9247685,-0.21176936,0.251003,0,
1_1_1_1_1_75_0,16065.25,11658.5,177,194,4753,4494,4080,3958,3603,3005,2677,0.41315742976618175,0.2794078,0.92421323,-0.20763652,0.25338167,0,
1_1_1_1_1_76_0,15318.0,11495.5,216,226,4709,4356,3858,3609,3273,2721,2482,0.35513343312858103,0.30969268,0.9055118,-0.2170347,0.27405673,0,
1_1_1_1_1_77_0,14199.0,9933.25,125,121,4090,3913,3740,3510,3249,2778,2481,0.5471058578133148,0.2448638,0.9380882,-0.20237903,0.22395997,0,
1_1_1_1_1_78_0,13732.75,9995.5,181,186,4096,3888,3551,3339,3149,2647,2335,0.42949985871715174,0.27382988,0.91103464,-0.20659192,0.24955809,0,
1_1_1_1_1_79_0,20629.5,14832.25,231,243,5921,5768,5216,4421,4482,3361,3401,0.4673258149235285,0.27032825,0.92298716,-0.21063015,0.25815248,0,
1_1_1_1_2_0_0,18505.25,11920.0,298,282,5228,5378,5367,5275,5068,4528,4157,1.0614035087719298,0.11411827,0.89499646,-0.12704746,0.12805453,2,
1_1_1_1_2_1_0,17718.25,11306.25,465,461,5379,5504,5571,5559,5371,4866,4680,0.9964213822411094,0.06949001,0.844195,-0.08691835,0.080911234,2,
1_1_1_1_2_2_0,19506.0,12806.5,167,136,5258,5370,5230,5126,4825,4168,3728,0.8680073971336106,0.17026486,0.93967855,-0.16767135,0.18047923,2,
1_1_1_1_2_3_0,19842.75,13218.5,231,226,5477,5590,5489,5305,4957,4317,3887,0.9411350017624251,0.16979924,0.9206322,-0.17086178,0.17969821,2,
1_1_1_1_2_4_0,19087.25,12833.25,219,227,5299,5377,5239,5079,4826,4110,3682,0.8415306453356395,0.18004677,0.9217298,-0.174532,0.18710674,2,
1_1_1_1_2_5_0,20237.75,13299.75,176,143,5452,5575,5498,5359,5032,4304,3860,1.0133630289532294,0.1709622,0.93879324,-0.1750374,0.18177001,2,
1_1_1_1_2_6_0,19765.75,13286.75,218,197,5481,5530,5387,5215,4871,4202,3762,0.8088601294176206,0.18597858,0.92414755,-0.17761505,0.1902712,2,
1_1_1_1_2_7_0,17074.5,10770.75,522,479,5282,5418,5595,5624,5470,5094,4769,1.619607843137255,0.051039696,0.8242424,-0.07969896,0.06370865,2,
1_1_1_1_2_8_0,17433.5,11307.0,336,308,5038,5158,5145,5088,4879,4390,4030,0.9665395284327323,0.11116012,0.8776848,-0.12152588,0.12276883,2,
1_1_1_1_2_9_0,18098.0,11497.5,581,556,5717,5810,5966,5976,5740,5460,5156,1.0522213561964147,0.051595695,0.8181818,-0.07282863,0.059638884,2,
1_1_1_1_2_10_0,18957.0,11756.5,430,404,5722,5765,5860,5795,5520,5149,5088,0.7239309827456865,0.0586494,0.8611784,-0.07051516,0.062379066,2,
1_1_1_1_2_11_0,18124.0,11342.5,517,460,5568,5678,5813,5862,5587,5347,5020,1.0652874798495433,0.051756706,0.8330912,-0.07320225,0.061506823,2,
1_1_1_1_2_12_0,19381.25,11804.5,616,614,6291,6261,6515,6574,6427,6259,6041,0.5779078273591807,0.020272462,0.8208521,-0.037750877,0.017883271,2,
1_1_1_1_2_13_0,18103.75,11543.5,586,540,5833,5808,5980,5974,5821,5433,5197,0.7332833864019479,0.057660926,0.81670314,-0.070054576,0.055520218,2,
1_1_1_1_2_14_0,19713.0,13784.0,165,154,5348,5398,5330,5165,4772,3762,3182,1.085506367495452,0.25392732,0.9406795,-0.25234962,0.25827506,2,
1_1_1_1_2_15_0,20185.0,13707.25,110,75,5326,5415,5181,4989,4617,3811,3315,0.8416020205664803,0.23272769,0.960181,-0.21963277,0.24054983,2,
1_1_1_1_2_16_0,18468.5,10531.0,776,504,6123,6142,6549,6763,6726,6610,6438,1.4643799472295516,-0.02507762,0.7756577,-0.008547009,-0.023529412,2,
1_1_1_1_2_17_0,20148.75,11391.75,849,549,6676,6707,7071,7253,7194,7165,7094,-0.10473588342440802,-0.030355847,0.7752779,0.0016237204,-0.028041447,2,
1_1_1_1_2_18_0,19486.75,11251.0,720,472,6362,6321,6650,6710,6598,6577,6477,0.32348541510845175,-0.008957084,0.7954836,-0.013178945,-0.012189405,2,
1_1_1_1_2_19_0,18617.5,10935.0,801,584,6329,6261,6590,6756,6678,6533,6466,0.21225607668606644,-0.010707308,0.77315205,-0.009497549,-0.016107488,2,
1_1_1_1_2_20_0,19156.75,10864.25,870,593,6484,6501,6888,7051,7048,7051,6946,-0.4084507042253521,-0.034400597,0.76393974,0.004192569,-0.033092882,2,
1_1_1_1_2_21_0,19356.75,11092.25,728,483,6302,6306,6611,6765,6735,6652,6508,0.23623853211009177,-0.016081186,0.7930054,-0.007851209,-0.015764007,2,
1_1_1_1_2_22_0,20217.0,11599.5,516,402,6272,6238,6493,6584,6556,6389,6262,0.31748213304013195,7.978299E-4,0.84720165,-0.018110545,-0.00192,2,
1_1_1_1_2_23_0,20617.5,11572.5,518,414,6397,6368,6703,6926,6894,6774,6576,0.2684989429175476,-0.013797888,0.84954983,-0.009563973,-0.01606922,2,
1_1_1_1_2_24_0,22399.25,12360.5,517,456,6907,6883,7274,7368,7354,7308,7243,0.0847457627118644,-0.023745583,0.86027026,-0.0021354274,-0.025484921,2,
1_1_1_1_2_25_0,20904.75,11830.75,651,481,6677,6639,7035,7084,7042,6973,6898,0.3536396489416624,-0.016279927,0.82139915,-0.0098327715,-0.019132746,2,
1_1_1_1_2_26_0,20894.75,11885.5,739,590,6846,6816,7210,7375,7301,7263,7163,0.1275787187839305,-0.022628311,0.80436796,-0.0032700202,-0.024822949,2,
1_1_1_1_2_27_0,17827.5,10351.75,800,505,5944,5989,6310,6329,6348,6274,6159,0.6741071428571428,-0.01776419,0.76432467,-0.012110033,-0.0139940735,2,
1_1_1_1_2_28_0,17761.0,10203.5,786,520,5965,5975,6386,6520,6410,6327,6260,1.9626168224299065,-0.024130879,0.76749,-0.009963625,-0.023293829,2,
1_1_1_1_2_29_0,18294.25,10802.5,950,612,6371,6356,6715,6866,6810,6773,6587,0.35378662244333886,-0.01666924,0.73993975,-0.009622613,-0.017847486,2,
1_1_1_1_2_30_0,19639.0,11196.25,656,465,6324,6292,6665,6726,6689,6613,6505,0.4282655246252676,-0.01410866,0.8111687,-0.012148823,-0.016644526,2,
1_1_1_1_2_31_0,20481.25,11648.25,808,567,6793,6764,7150,7300,7229,7209,7134,0.043835616438356165,-0.024484813,0.7865822,-0.0011201344,-0.026622536,2,
1_1_1_1_2_32_0,19021.0,11145.75,679,439,6124,6117,6414,6486,6415,6264,6095,0.5907407407407408,0.0023733529,0.80017656,-0.025501639,0.0018015067,2,
1_1_1_1_2_33_0,26085.75,14973.25,566,645,8167,8043,8480,8552,8689,8448,8194,0.3283582089552239,-0.0016502659,0.8685097,-0.017152453,-0.009299748,2,
1_1_1_1_2_34_0,26262.0,15049.0,539,580,8161,8011,8415,8645,8584,8346,8124,0.2806171648987464,0.0022720294,0.8739181,-0.017594775,-0.007003409,2,
1_1_1_1_2_35_0,22670.75,14006.0,254,280,6714,6465,6566,6683,6525,5996,5613,0.44574368568755846,0.08931614,0.92439353,-0.07824945,0.07054148,2,
1_1_1_1_2_36_0,23894.75,14019.25,418,491,7336,7166,7457,7077,7096,7203,6988,0.3564913347522043,0.02429489,0.88976794,-0.032467984,0.0125759505,2,
1_1_1_1_2_37_0,24381.0,14727.75,419,403,7416,7207,7456,7470,7434,6990,6651,0.4755434782608696,0.054382596,0.89011276,-0.05706387,0.04012123,2,
1_1_1_1_2_38_0,20475.5,12689.5,439,456,6451,6228,6379,6541,6607,6273,5706,0.3822560490741793,0.061281566,0.8683066,-0.05568887,0.043740574,2,
1_1_1_1_2_39_0,24260.75,14318.5,366,422,7365,7149,7462,7394,7265,7123,6843,0.4273091260527406,0.036739863,0.9025948,-0.043271583,0.021869639,2,
1_1_1_1_2_40_0,21850.75,14387.5,247,226,6278,6150,6081,6014,5743,5053,4559,0.6300712038416957,0.15862323,0.9227763,-0.14304511,0.14856663,2,
1_1_1_1_2_41_0,18595.75,10652.0,763,484,6141,6144,6486,6649,6597,6464,6389,0.3226879574184963,-0.019792497,0.7790647,-0.0075339805,-0.019548392,2,
1_1_1_1_2_42_0,18540.0,10375.25,496,395,5805,5779,6099,6485,6442,6129,6023,0.2066340402392605,-0.018430842,0.8419123,-0.0062695923,-0.020674461,2,
1_1_1_1_2_43_0,20145.5,11219.25,632,491,6371,6429,6846,6895,6855,6780,6769,-3.031496062992126,-0.030289194,0.82098854,-0.005655527,-0.02576148,2,
1_1_1_1_2_44_0,19189.25,10964.0,909,580,6561,6540,6966,7105,6994,7039,6959,0.03875968992248062,-0.02943787,0.7559404,-5.02693E-4,-0.031039337,2,
1_1_1_1_2_45_0,20617.0,11819.0,495,412,6444,6333,6638,6692,6643,6521,6408,0.27472527472527475,0.0028011205,0.8550088,-0.017629925,-0.005886508,2,
1_1_1_1_2_46_0,21555.5,12062.75,611,491,6795,6781,7150,7279,7226,7166,7097,0.13737687921202696,-0.02173913,0.83468616,-0.0037200814,-0.022769852,2,
1_1_1_1_2_47_0,21530.25,11936.75,488,421,6619,6590,6968,7054,7020,6941,6880,0.23072889355007867,-0.019334765,0.86210793,-0.006354708,-0.021529324,2,
1_1_1_1_2_48_0,24127.75,13786.5,558,530,7447,7423,7832,7971,7916,7694,7499,0.6119073869900772,-0.0034791918,0.8601679,-0.021720696,-0.0050931512,2,
1_1_1_1_2_49_0,20150.0,11857.0,735,598,6602,6600,6954,7149,7178,7012,6662,0.6471631205673758,-0.004523522,0.799591,-0.021445358,-0.004675011,2,
1_1_1_1_2_50_0,20905.25,11944.25,791,585,6914,6870,7244,7415,7392,7331,7208,0.07614213197969544,-0.020818582,0.7934995,-0.0024910048,-0.024009092,2,
1_1_1_1_2_51_0,21468.0,12015.25,424,393,6515,6476,6833,6897,6910,6830,6637,0.39951080309824705,-0.009276155,0.8771014,-0.0145508535,-0.012277892,2,
1_1_1_1_2_52_0,20425.75,11595.75,515,403,6355,6300,6614,6711,6632,6510,6424,0.3057611844222723,-0.0053994837,0.8488628,-0.014572787,-0.009745363,2,
1_1_1_1_2_53_0,18808.5,10676.5,907,582,6399,6439,6832,7064,7032,7031,6876,-0.8906882591093117,-0.035932202,0.7530629,0.0032098044,-0.032820128,2,
1_1_1_1_2_54_0,19110.75,10914.25,841,535,6427,6409,6819,6956,6857,6762,6760,0.2796208530805687,-0.025252143,0.768,-0.0043449444,-0.026653504,2,
1_1_1_1_2_55_0,19869.0,11106.0,349,344,6052,5935,6267,6416,6365,6296,6116,0.22591262716935967,-0.005259698,0.88892424,-0.012194137,-0.015019501,2,
1_1_1_1_2_56_0,18362.5,10468.25,571,453,5838,5849,6162,6303,6243,6140,6015,0.4611041405269762,-0.014932929,0.8221184,-0.012071939,-0.013991908,2,
1_1_1_1_2_57_0,16777.25,11269.0,348,224,4894,4919,4841,4727,4514,3916,3563,0.7802197802197802,0.15738441,0.86785644,-0.15207045,0.15986796,2,
1_1_1_1_2_58_0,19152.25,11347.5,818,550,6412,6387,6696,6829,6711,6559,6445,0.4274523160762943,-0.0025666952,0.77293545,-0.019100524,-0.00451995,2,
1_1_1_1_2_59_0,16217.25,11012.0,779,506,5456,5465,5533,5601,5409,4984,4541,0.7798742138364779,0.091527455,0.7504805,-0.09847131,0.09234459,2,
1_1_1_1_2_60_0,17938.0,11912.5,393,278,5412,5325,5305,5244,4977,4453,4102,0.6458020184668241,0.13769183,0.86253935,-0.1278835,0.12973374,2,
1_1_1_1_2_61_0,20300.5,13969.75,328,233,5808,5805,5748,5566,5265,4579,3867,0.903631821675634,0.20062016,0.8930377,-0.19563183,0.2003722,2,
1_1_1_1_2_62_0,17481.75,11872.75,626,435,5605,5571,5547,5703,5492,4846,4408,0.6551248130679856,0.119544595,0.7979668,-0.11441486,0.116544746,2,
1_1_1_1_2_63_0,16462.5,10800.25,688,437,5415,5394,5499,5436,5250,4915,4639,0.7218398522746349,0.07718321,0.77375865,-0.08482935,0.07525167,2,
1_1_1_1_2_64_0,18602.0,11654.75,740,503,6197,6092,6305,6079,6005,5831,5691,0.5193706648621215,0.04256393,0.78337234,-0.051183727,0.03403208,2,
1_1_1_1_2_65_0,17147.75,10738.25,632,499,5579,5584,5690,5762,5509,5299,5152,0.5275544224357718,0.03979126,0.7966538,-0.049621843,0.04023845,2,
1_1_1_1_2_66_0,17219.5,10954.5,741,568,5790,5770,5909,5905,5829,5550,5338,0.5423632218844985,0.04061826,0.7723852,-0.050769094,0.03889089,2,
1_1_1_1_2_67_0,18106.75,10752.75,812,547,6125,6101,6418,6294,6447,6135,6180,0.4765718862635162,-0.0044697276,0.7650803,-0.018891888,-0.006432701,2,
1_1_1_1_2_68_0,18967.25,10687.0,811,560,6276,6360,6741,6869,6780,6685,6755,0.26515151515151514,-0.036758497,0.77381116,0.0010373445,-0.030118186,2,
1_1_1_1_2_69_0,18274.0,10369.0,744,490,5990,6045,6394,6500,6480,6419,6330,0.6956521739130435,-0.027597403,0.7808219,-0.0050298646,-0.023030303,2,
1_1_1_1_2_70_0,18722.25,10547.5,800,524,6203,6256,6661,6820,6795,6736,6643,-0.5142857142857142,-0.034251906,0.77324265,-0.0013529765,-0.030002326,2,
1_1_1_1_2_71_0,19232.75,10915.75,819,603,6484,6474,6951,7069,7017,6987,6916,12.5,-0.032238808,0.77540106,-0.0025239778,-0.033009708,2,
1_1_1_1_2_72_0,18432.25,10476.0,746,540,6139,6131,6551,6640,6629,6602,6491,0.6134969325153374,-0.02787015,0.78304493,-0.004600521,-0.028521629,2,
1_1_1_1_2_73_0,19748.5,11136.25,696,535,6472,6427,6876,6922,6982,6842,6817,0.3165236051502146,-0.02596132,0.8045767,-0.004308771,-0.029447297,2,
1_1_1_1_2_74_0,19871.25,11851.25,544,433,6239,6181,6399,6434,6320,6178,5944,0.463623395149786,0.024214068,0.8382156,-0.036863,0.019546391,2,
1_1_1_1_2_75_0,20252.25,11612.75,463,381,6253,6175,6432,6553,6513,6382,6192,0.28402366863905326,0.004901567,0.86050016,-0.019011406,-0.0013746261,2,
1_1_1_1_2_76_0,21600.25,12052.5,468,408,6632,6574,6922,7046,7001,6893,6807,0.20535714285714285,-0.0130218025,0.8670832,-0.00837643,-0.01741275,2,
1_1_1_1_2_77_0,23338.75,13342.0,599,600,7333,7314,7771,7890,7857,7668,7485,0.8074534161490683,-0.0102577945,0.84860355,-0.018746722,-0.011554834,2,
1_1_1_1_2_78_0,22046.5,12505.5,457,428,6738,6686,6982,7080,7026,6921,6770,0.2831196581196581,-0.0023689666,0.87204254,-0.0154159395,-0.006242568,2,
1_1_1_1_2_79_0,23561.5,13420.0,587,582,7411,7350,7836,7936,7913,7723,7560,0.6862257583291895,-0.009952575,0.8520852,-0.017926734,-0.014084507,2,
1_1_1_2_0_0,19697.75,15487.5,92,80,5258,5178,4308,3810,3260,2207,1705,0.547723255618214,0.51026857,0.9650854,-0.4328954,0.5045765,3,
1_1_1_2_1_0,21805.0,16607.0,70,68,5819,5708,5001,4484,3925,2850,2240,0.6057215567548594,0.44409975,0.9757702,-0.38130093,0.4363362,3,
1_1_1_2_2_0,22078.25,16273.25,84,73,5793,5817,5271,4780,4221,3177,2612,0.7218873866536352,0.3784652,0.97153026,-0.33730814,0.3802349,3,
1_1_1_2_3_0,20624.75,14529.0,121,100,5629,5544,5293,5044,4601,3671,3169,0.7284450236641744,0.279609,0.95728153,-0.2510045,0.2725812,3,
1_1_1_2_4_0,19811.0,14021.5,237,224,5637,5556,5390,5163,4703,3891,3396,0.7621741457075147,0.24809034,0.9181771,-0.22695197,0.24128686,3,
1_1_1_2_5_0,17974.75,13129.25,166,129,4993,4909,4703,4500,4218,3289,2570,0.8008560486596081,0.3203755,0.9345813,-0.2932765,0.31274235,3,
1_1_1_2_6_0,18661.0,12179.25,295,269,5412,5405,5398,5448,4851,4531,4157,0.7671859545004945,0.13115267,0.8964912,-0.12987964,0.13051663,3,
1_1_1_2_7_0,17684.5,12408.5,249,226,5064,5025,4841,4492,4275,3714,3192,0.7180804737850549,0.22674419,0.9055745,-0.20527823,0.22307411,3,
1_1_1_2_8_0,18077.75,12039.25,232,213,5165,5129,5133,5321,4839,4357,3698,0.8460087253861572,0.16551958,0.913449,-0.16249575,0.16211623,3,
1_1_1_2_9_0,13498.5,8592.75,423,397,4298,4310,4433,4933,4580,4848,3831,0.8337950138504155,0.05744864,0.821255,-0.07284608,0.05883798,3,
1_1_1_2_10_0,17265.75,10333.25,489,503,5447,5483,5762,5683,5968,5477,5308,1.16829644879053,0.012924221,0.83623576,-0.041011743,0.016217219,3,
1_1_1_2_11_0,14778.75,9240.0,399,408,4548,4632,4717,5289,4907,4674,4125,0.8799048751486326,0.048772052,0.8413834,-0.066953175,0.05789654,3,
1_1_1_2_12_0,19160.5,11427.0,426,394,5843,5831,6054,5953,6049,5720,5504,0.6897416603962879,0.029875739,0.86383253,-0.047586087,0.028848698,3,
1_1_1_2_13_0,15708.5,9611.75,369,361,4822,4820,4990,5119,4595,4661,4411,0.7984004412575841,0.044514243,0.85777605,-0.061589193,0.044307224,3,
1_1_1_2_14_0,13108.5,8395.25,798,683,4772,4841,5056,5369,5558,5146,4741,1.1060393258426966,0.0032586986,0.7169711,-0.0321527,0.010436235,3,
1_1_1_2_15_0,18530.25,12113.75,343,327,5463,5468,5525,5744,5312,5001,4282,0.8779488628337335,0.121190354,0.88194805,-0.12674621,0.121641025,3,
1_1_1_2_16_0,18039.0,11481.25,474,471,5565,5611,5780,6030,5370,5225,4855,1.050420168067227,0.0681382,0.84420705,-0.08697696,0.0722339,3,
1_1_1_2_17_0,17603.75,11002.75,403,375,5373,5356,5534,5587,5157,4991,4708,0.8660096456280142,0.065965675,0.86004514,-0.08064831,0.06438792,3,
1_1_1_2_18_0,16738.0,10431.5,409,408,5197,5164,5258,5489,5343,4965,4640,0.5540613232920926,0.056622956,0.8532209,-0.062436856,0.05344757,3,
1_1_1_2_19_0,17782.5,12059.75,246,221,5093,5063,4986,4779,4519,4036,3511,0.7731418387671664,0.18386796,0.9073272,-0.17359067,0.18101236,3,
1_1_1_2_20_0,15765.5,10582.0,250,244,4697,4572,4522,4316,4262,3502,3406,0.5950730510824358,0.1593237,0.8963086,-0.1407669,0.14615192,3,
1_1_1_2_21_0,17501.75,12127.25,266,247,5048,5020,4948,4847,4511,3824,3340,0.8321258538604843,0.20362422,0.8993568,-0.19401544,0.20095694,3,
1_1_1_2_22_0,15264.75,10084.5,363,334,4704,4642,4694,4509,4404,3878,3731,0.711436170212766,0.1153527,0.85494506,-0.11430267,0.1088021,3,
1_1_1_2_23_0,13836.5,9592.75,485,447,4481,4469,4461,4338,4351,3848,3481,0.729275189760381,0.12559658,0.8041986,-0.12339461,0.12427673,3,
1_1_1_2_24_0,19891.75,12532.5,432,420,5981,6016,6138,6168,5587,5395,5157,0.854083231760404,0.073980965,0.86600494,-0.08685259,0.07688177,3,
1_1_1_2_25_0,17744.5,11351.5,302,292,5295,5207,5309,5310,5083,4613,4290,0.7140854940434478,0.10485133,0.89036125,-0.10615689,0.096556805,3,
1_1_1_2_26_0,17174.75,12191.5,83,60,4448,4565,4306,4123,3271,2728,2353,0.9443907156673115,0.30804294,0.96428573,-0.29328728,0.3197456,3,
1_1_1_2_27_0,15040.75,11635.5,103,92,3901,4015,3581,3381,2086,1988,1417,0.8514991736837964,0.4670929,0.9499757,-0.43297318,0.47827688,3,
1_1_1_2_28_0,15577.0,10808.5,202,192,4432,4407,4293,3784,3425,3122,2860,0.7752650941354686,0.21557872,0.9123454,-0.20033552,0.21288015,3,
1_1_1_2_29_0,14490.25,9576.0,521,458,4670,4707,4768,5038,4781,4399,3977,0.8107831078310783,0.0801434,0.8006886,-0.09045169,0.08406264,3,
1_1_1_2_30_0,17860.0,11444.75,393,341,5399,5372,5494,5450,5204,4945,4473,0.8356523162547063,0.09380065,0.86366004,-0.10243805,0.09131539,3,
1_1_1_2_31_0,16745.5,11409.25,279,235,4943,4842,4797,4551,4366,3692,3441,0.6991853150458904,0.17915076,0.8910369,-0.16460305,0.16914162,3,
1_1_1_2_32_0,18189.75,12137.75,267,231,5253,5210,5249,5225,4882,4312,3788,0.8877141815530442,0.1620396,0.90250134,-0.16166869,0.15803511,3,
1_1_1_2_33_0,17995.25,11235.0,256,234,5329,5192,5281,5550,5176,4965,4421,0.5570669775877704,0.093128204,0.9060206,-0.08864152,0.08020389,3,
1_1_1_2_34_0,16869.5,11340.5,191,168,4748,4728,4649,4559,4099,3695,3266,0.7771409305461902,0.18492638,0.92234194,-0.17473152,0.18288717,3,
1_1_1_2_35_0,15308.25,9748.75,175,165,4483,4335,4309,4534,4034,3899,3512,0.46821760075196805,0.12145091,0.9223947,-0.10190513,0.10488085,3,
1_1_1_2_36_0,15144.75,10313.5,210,202,4468,4327,4248,4159,4082,3462,3071,0.5944444444444444,0.18530309,0.9074278,-0.16081432,0.16977562,3,
1_1_1_2_37_0,16213.5,10097.5,422,394,5107,5032,5186,5211,4993,4927,4572,0.5873349913908552,0.055274304,0.8452512,-0.06292273,0.04789671,3,
1_1_1_2_38_0,16749.0,10328.0,700,676,5907,5712,5916,6010,5927,5817,5760,0.1280577901822361,0.01259964,0.78165936,-0.01336074,-0.0041841003,3,
1_1_1_2_39_0,16501.5,10183.75,419,373,5164,5092,5259,5219,5044,4769,4659,0.5961844197138315,0.051409956,0.8479405,-0.06049607,0.044405703,3,
1_1_1_2_40_0,16880.0,10634.0,512,478,5457,5367,5494,5530,5274,5136,4902,0.48358111419702665,0.0535766,0.82582074,-0.056944977,0.045281917,3,
1_1_1_2_41_0,16611.5,10741.25,406,387,5148,5093,5133,5055,4912,4662,4289,0.599091425326519,0.09102469,0.85233676,-0.089577585,0.08569601,3,
1_1_1_2_42_0,20283.0,11510.75,455,441,6268,6226,6601,6672,6613,6392,6353,0.5904761904761905,-0.006734807,0.86379284,-0.019144665,-0.010096192,3,
1_1_1_2_43_0,15547.75,10731.75,343,311,4563,4646,4563,4546,4187,3771,3236,0.9196119196119196,0.17015003,0.8624975,-0.17015003,0.1788886,3,
1_1_1_2_44_0,14184.75,9804.0,359,346,4284,4339,4259,4727,4603,4304,3135,0.8168604651162791,0.15487263,0.847169,-0.15201515,0.16109179,3,
1_1_1_2_45_0,16778.75,9694.25,445,445,5341,5282,5549,5859,5731,5697,5382,0.3024266570083303,-0.003823557,0.8445958,-0.015277651,-0.0093773445,3,
1_1_1_2_46_0,16977.75,10613.0,457,446,5274,5305,5436,5225,4961,4797,4751,0.7830361225422954,0.052169576,0.8413745,-0.06724256,0.05509149,3,
1_1_1_2_47_0,19218.25,13018.75,146,145,5201,5262,5161,4951,4541,3799,3388,0.9527135948414831,0.21108395,0.94600594,-0.20739268,0.2166474,3,
1_1_1_2_48_0,14415.5,10383.25,348,333,4303,4356,4209,3811,3052,2945,2803,0.8340253885395659,0.21108922,0.8520408,-0.20051341,0.21692973,3,
1_1_1_2_49_0,19671.5,11627.5,486,470,6176,6100,6351,6335,6274,6079,5968,0.4265033407572383,0.017127799,0.8524142,-0.031090185,0.010938018,3,
1_1_1_2_50_0,17917.5,11380.5,311,296,5373,5270,5341,5228,4822,4455,4418,0.6020874103065884,0.09753855,0.88855046,-0.09457936,0.087943844,3,
1_1_1_2_51_0,18101.0,11160.25,415,413,5551,5537,5714,5694,5551,5277,5005,0.7566702241195304,0.05172414,0.86055106,-0.06614423,0.05046481,3,
1_1_1_2_52_0,17112.5,10864.25,302,291,5047,5041,5122,4976,4889,4510,4173,0.8051926013914814,0.09479392,0.8869549,-0.1020979,0.09420447,3,
1_1_1_2_53_0,18241.5,10535.75,451,451,5666,5677,6018,6285,6185,5973,5689,1.1800573888091823,-0.0020255395,0.8528068,-0.028102845,-0.0010557804,3,
1_1_1_2_54_0,18130.25,11076.75,346,351,5530,5429,5636,5703,5449,5136,4946,0.6360619469026549,0.05574647,0.88017315,-0.06520507,0.046554215,3,
1_1_1_2_55_0,18660.75,11171.25,338,325,5495,5543,5822,5995,5620,5365,5062,1.5605749486652978,0.04101544,0.8850536,-0.069827266,0.045355964,3,
1_1_1_2_56_0,19120.25,11135.5,478,498,5986,5973,6302,6423,6523,6360,5961,0.7604817127564674,0.0020925757,0.8518059,-0.027807225,0.0010055305,3,
1_1_1_2_57_0,16850.25,10116.25,380,381,5321,5165,5347,5420,5310,5158,4968,0.3316996324172939,0.034308486,0.8629396,-0.03674261,0.01944143,3,
1_1_1_2_58_0,18547.5,10856.5,370,364,5667,5597,5845,5893,5790,5605,5438,0.5104088286932531,0.020621343,0.8759846,-0.036071967,0.014408699,3,
1_1_1_2_59_0,15958.75,10133.75,320,303,4662,4763,4875,5037,5008,4564,3920,1.33082497212932,0.08646003,0.8740901,-0.10858443,0.09708626,3,
1_1_1_2_60_0,15391.0,9735.75,406,409,4744,4797,4938,5012,4769,4502,4193,1.0594425483503982,0.0616538,0.8439362,-0.08159019,0.06718576,3,
1_1_1_2_61_0,14913.25,10053.5,318,300,4563,4466,4537,4554,4230,3835,3415,0.7825359185381504,0.14389572,0.86705685,-0.14109658,0.13335872,3,
1_1_1_2_62_0,15292.5,10555.25,325,297,4551,4553,4476,4557,4057,3675,3211,0.7780784844384303,0.17263591,0.8667487,-0.16456355,0.17284904,3,
1_1_1_2_63_0,16022.25,10339.75,321,325,4838,4797,4883,5105,4812,4494,3952,0.767139090309822,0.10079636,0.87456036,-0.10537634,0.096582465,3,
1_1_1_2_64_0,17121.75,10006.75,376,347,5300,5215,5425,5478,5528,5323,5120,0.36676286676286673,0.017274473,0.8654981,-0.02892366,0.009192065,3,
1_1_1_2_65_0,15978.0,9751.5,335,322,4937,4829,5025,5488,5328,5132,4450,0.5924170616113744,0.05188026,0.8702556,-0.060686015,0.040844917,3,
1_1_1_2_66_0,14444.0,9161.25,346,331,4557,4429,4511,4453,4247,3995,3911,0.46882325363338023,0.0762872,0.8550785,-0.07124198,0.062110312,3,
1_1_1_2_67_0,14400.5,8670.75,531,515,4915,4789,5064,5195,5144,5065,4861,0.31394989174141663,0.0055237315,0.80037594,-0.0204534,-0.00746114,3,
1_1_1_2_68_0,12689.5,8008.0,373,360,4252,4029,4229,4590,4223,4138,3778,0.4119473876507124,0.059028644,0.8305316,-0.056325715,0.032150634,3,
1_1_1_2_69_0,13952.5,8725.0,372,368,4400,4360,4397,4571,4440,4277,3950,0.41901012373453317,0.053892214,0.8427726,-0.053552173,0.049338147,3,
1_1_1_2_70_0,11078.25,6897.25,455,429,3758,3746,3888,4215,4047,4037,3624,0.5357142857142857,0.018152263,0.7833849,-0.03514377,0.016553596,3,
